text,exp_and_td,labels
"""@BRP_Official: Two women killed in security forces laid landmine blast in Dera Bugti. BRP Media Cell http",injured or dead people,0
"""@BRP_Official: Two women killed in security forces laid landmine blast in Dera Bugti. BRP Media Cell http",missing trapped or found people,0
"""@BRP_Official: Two women killed in security forces laid landmine blast in Dera Bugti. BRP Media Cell http",displaced people and evacuations,0
"""@BRP_Official: Two women killed in security forces laid landmine blast in Dera Bugti. BRP Media Cell http",infrastructure and utilities damage,0
"""@BRP_Official: Two women killed in security forces laid landmine blast in Dera Bugti. BRP Media Cell http",donation needs or offers or volunteering services,0
"""@BRP_Official: Two women killed in security forces laid landmine blast in Dera Bugti. BRP Media Cell http",caution and advice,0
"""@BRP_Official: Two women killed in security forces laid landmine blast in Dera Bugti. BRP Media Cell http",sympathy and emotional support,0
"""@BRP_Official: Two women killed in security forces laid landmine blast in Dera Bugti. BRP Media Cell http",other useful information,0
"""@BRP_Official: Two women killed in security forces laid landmine blast in Dera Bugti. BRP Media Cell http",not related or irrelevant,0
"""@BRP_Official: Two women killed in security forces laid landmine blast in Dera Bugti. BRP Media Cell http",someone is confirm dead death die or killed injured or hurt,0
"120 injured, 3 critical after Napa, California quake: The quake is the strongest to hit the region ... http U S A News",injured or dead people,0
"120 injured, 3 critical after Napa, California quake: The quake is the strongest to hit the region ... http U S A News",missing trapped or found people,0
"120 injured, 3 critical after Napa, California quake: The quake is the strongest to hit the region ... http U S A News",displaced people and evacuations,0
"120 injured, 3 critical after Napa, California quake: The quake is the strongest to hit the region ... http U S A News",infrastructure and utilities damage,0
"120 injured, 3 critical after Napa, California quake: The quake is the strongest to hit the region ... http U S A News",donation needs or offers or volunteering services,0
"120 injured, 3 critical after Napa, California quake: The quake is the strongest to hit the region ... http U S A News",caution and advice,0
"120 injured, 3 critical after Napa, California quake: The quake is the strongest to hit the region ... http U S A News",sympathy and emotional support,0
"120 injured, 3 critical after Napa, California quake: The quake is the strongest to hit the region ... http U S A News",other useful information,0
"120 injured, 3 critical after Napa, California quake: The quake is the strongest to hit the region ... http U S A News",not related or irrelevant,0
"120 injured, 3 critical after Napa, California quake: The quake is the strongest to hit the region ... http U S A News",someone is confirm dead death die or killed injured or hurt,0
California quake damages historic buildings http,injured or dead people,3
California quake damages historic buildings http,missing trapped or found people,3
California quake damages historic buildings http,displaced people and evacuations,3
California quake damages historic buildings http,infrastructure and utilities damage,3
California quake damages historic buildings http,donation needs or offers or volunteering services,3
California quake damages historic buildings http,caution and advice,3
California quake damages historic buildings http,sympathy and emotional support,3
California quake damages historic buildings http,other useful information,3
California quake damages historic buildings http,not related or irrelevant,3
California quake damages historic buildings http,someone is confirm dead death die or killed injured or hurt,3
"If Big Show &amp;  ""running"" didn't cause a massive earthquake in California, nothing will. R A W Tonight",injured or dead people,7
"If Big Show &amp;  ""running"" didn't cause a massive earthquake in California, nothing will. R A W Tonight",missing trapped or found people,7
"If Big Show &amp;  ""running"" didn't cause a massive earthquake in California, nothing will. R A W Tonight",displaced people and evacuations,7
"If Big Show &amp;  ""running"" didn't cause a massive earthquake in California, nothing will. R A W Tonight",infrastructure and utilities damage,7
"If Big Show &amp;  ""running"" didn't cause a massive earthquake in California, nothing will. R A W Tonight",donation needs or offers or volunteering services,7
"If Big Show &amp;  ""running"" didn't cause a massive earthquake in California, nothing will. R A W Tonight",caution and advice,7
"If Big Show &amp;  ""running"" didn't cause a massive earthquake in California, nothing will. R A W Tonight",sympathy and emotional support,7
"If Big Show &amp;  ""running"" didn't cause a massive earthquake in California, nothing will. R A W Tonight",other useful information,7
"If Big Show &amp;  ""running"" didn't cause a massive earthquake in California, nothing will. R A W Tonight",not related or irrelevant,7
"If Big Show &amp;  ""running"" didn't cause a massive earthquake in California, nothing will. R A W Tonight",someone is confirm dead death die or killed injured or hurt,7
"USGS reports a M1.4  41km NE of Sutton-Alpine, Alaska on 9/26/13 @ 6:58:32 UTC http",injured or dead people,7
"USGS reports a M1.4  41km NE of Sutton-Alpine, Alaska on 9/26/13 @ 6:58:32 UTC http",missing trapped or found people,7
"USGS reports a M1.4  41km NE of Sutton-Alpine, Alaska on 9/26/13 @ 6:58:32 UTC http",displaced people and evacuations,7
"USGS reports a M1.4  41km NE of Sutton-Alpine, Alaska on 9/26/13 @ 6:58:32 UTC http",infrastructure and utilities damage,7
"USGS reports a M1.4  41km NE of Sutton-Alpine, Alaska on 9/26/13 @ 6:58:32 UTC http",donation needs or offers or volunteering services,7
"USGS reports a M1.4  41km NE of Sutton-Alpine, Alaska on 9/26/13 @ 6:58:32 UTC http",caution and advice,7
"USGS reports a M1.4  41km NE of Sutton-Alpine, Alaska on 9/26/13 @ 6:58:32 UTC http",sympathy and emotional support,7
"USGS reports a M1.4  41km NE of Sutton-Alpine, Alaska on 9/26/13 @ 6:58:32 UTC http",other useful information,7
"USGS reports a M1.4  41km NE of Sutton-Alpine, Alaska on 9/26/13 @ 6:58:32 UTC http",not related or irrelevant,7
"USGS reports a M1.4  41km NE of Sutton-Alpine, Alaska on 9/26/13 @ 6:58:32 UTC http",someone is confirm dead death die or killed injured or hurt,7
"Remember Dr Tu Q when he said Vote4 None, well India's SC will add this box on the ballot paper. Wakeup Pakistan Rise Pakistan Pakistan",injured or dead people,8
"Remember Dr Tu Q when he said Vote4 None, well India's SC will add this box on the ballot paper. Wakeup Pakistan Rise Pakistan Pakistan",missing trapped or found people,8
"Remember Dr Tu Q when he said Vote4 None, well India's SC will add this box on the ballot paper. Wakeup Pakistan Rise Pakistan Pakistan",displaced people and evacuations,8
"Remember Dr Tu Q when he said Vote4 None, well India's SC will add this box on the ballot paper. Wakeup Pakistan Rise Pakistan Pakistan",infrastructure and utilities damage,8
"Remember Dr Tu Q when he said Vote4 None, well India's SC will add this box on the ballot paper. Wakeup Pakistan Rise Pakistan Pakistan",donation needs or offers or volunteering services,8
"Remember Dr Tu Q when he said Vote4 None, well India's SC will add this box on the ballot paper. Wakeup Pakistan Rise Pakistan Pakistan",caution and advice,8
"Remember Dr Tu Q when he said Vote4 None, well India's SC will add this box on the ballot paper. Wakeup Pakistan Rise Pakistan Pakistan",sympathy and emotional support,8
"Remember Dr Tu Q when he said Vote4 None, well India's SC will add this box on the ballot paper. Wakeup Pakistan Rise Pakistan Pakistan",other useful information,8
"Remember Dr Tu Q when he said Vote4 None, well India's SC will add this box on the ballot paper. Wakeup Pakistan Rise Pakistan Pakistan",not related or irrelevant,8
"Remember Dr Tu Q when he said Vote4 None, well India's SC will add this box on the ballot paper. Wakeup Pakistan Rise Pakistan Pakistan",someone is confirm dead death die or killed injured or hurt,8
Earthquake rocks northern California http,injured or dead people,7
Earthquake rocks northern California http,missing trapped or found people,7
Earthquake rocks northern California http,displaced people and evacuations,7
Earthquake rocks northern California http,infrastructure and utilities damage,7
Earthquake rocks northern California http,donation needs or offers or volunteering services,7
Earthquake rocks northern California http,caution and advice,7
Earthquake rocks northern California http,sympathy and emotional support,7
Earthquake rocks northern California http,other useful information,7
